id;Model;Year;Region;Color;Fuel_Type;Transmission;Engine_Size_L;Mileage_KM;Price_USD;Sales_Volume;Sales_Classification
30755;M5;2010;Middle East;Black;Hybrid;Manual;32;69634;112432;5452;Low
30756;M3;2011;Middle East;White;Petrol;Manual;23;150702;112667;6270;Low
30757;7 Series;2014;Africa;Black;Diesel;Automatic;37;168539;85348;9800;High
30758;i8;2015;Europe;Black;Diesel;Manual;43;146928;63224;5787;Low
30759;X6;2010;Europe;White;Diesel;Manual;32;109935;96891;180;Low
30760;7 Series;2016;North America;Black;Electric;Manual;25;23959;82007;3791;Low
30761;M5;2020;Africa;White;Electric;Automatic;33;44004;55081;9698;High
30762;5 Series;2013;Africa;Red;Electric;Automatic;17;180426;84945;5255;Low
30763;3 Series;2018;South America;Silver;Petrol;Automatic;40;118002;71377;6415;Low
30764;M3;2024;South America;Blue;Electric;Automatic;31;133662;80714;5504;Low
30765;i3;2024;North America;Black;Diesel;Automatic;46;75054;115188;9076;High
30766;i3;2024;Asia;Silver;Diesel;Automatic;47;196173;63561;258;Low
30767;X1;2015;Middle East;Silver;Diesel;Manual;19;115466;86746;5611;Low
30768;M5;2018;South America;Blue;Electric;Manual;50;34359;71331;7877;High
30769;3 Series;2010;Europe;Silver;Hybrid;Automatic;49;8965;83711;1463;Low
30770;X5;2013;Asia;White;Diesel;Automatic;37;138368;108066;4908;Low
30771;3 Series;2011;South America;Blue;Petrol;Manual;44;111947;96630;4206;Low
30772;7 Series;2015;Middle East;Black;Hybrid;Manual;16;17409;73191;7916;High
30773;X3;2024;Africa;Silver;Hybrid;Automatic;49;59043;95049;8992;High
30774;M5;2013;Asia;Red;Hybrid;Manual;31;179144;69042;326;Low
30775;7 Series;2018;Africa;Silver;Petrol;Automatic;47;25935;89243;740;Low
30776;i8;2023;Asia;Silver;Diesel;Manual;28;188897;60715;7209;High
30777;X3;2012;Asia;Grey;Electric;Automatic;43;20160;117370;8863;High
30778;X5;2010;Africa;Black;Diesel;Automatic;30;9852;116852;360;Low
30779;i3;2020;Europe;Grey;Hybrid;Automatic;28;126752;37009;3407;Low
30780;M5;2022;Africa;Grey;Electric;Automatic;48;79937;46216;9614;High
30781;7 Series;2020;Africa;Red;Petrol;Manual;39;170622;65727;3145;Low
30782;X3;2010;Africa;Silver;Diesel;Automatic;44;55772;55448;1060;Low
30783;X5;2021;Africa;White;Petrol;Manual;34;183401;72387;8865;High
30784;M3;2018;Europe;Grey;Electric;Automatic;47;129907;78868;5952;Low
30785;M3;2018;Asia;Blue;Hybrid;Automatic;41;73032;99675;3742;Low
30786;3 Series;2014;Middle East;Black;Electric;Manual;18;90887;80129;4372;Low
30787;M3;2024;Europe;Blue;Petrol;Automatic;42;140507;31878;8279;High
30788;3 Series;2011;Europe;White;Petrol;Manual;16;6018;73506;5740;Low
30789;M5;2018;Europe;Grey;Petrol;Automatic;44;114091;67842;7455;High
30790;5 Series;2022;North America;White;Electric;Manual;27;192768;116954;5394;Low
30791;7 Series;2021;Asia;Black;Hybrid;Manual;36;187311;31394;8112;High
30792;X6;2022;Middle East;Silver;Electric;Automatic;41;114373;34118;8689;High
30793;X6;2017;Middle East;Black;Hybrid;Automatic;37;162252;94569;3252;Low
30794;i8;2022;North America;Red;Electric;Manual;39;2476;77300;2658;Low
30795;X3;2020;Africa;Black;Hybrid;Automatic;46;73050;91661;7048;High
30796;i3;2019;Europe;Silver;Petrol;Manual;28;76758;56484;1306;Low
30797;5 Series;2019;Middle East;Black;Petrol;Automatic;34;163946;53615;4673;Low
30798;i8;2015;Europe;Silver;Petrol;Manual;21;186399;73634;2759;Low
30799;5 Series;2016;Europe;Black;Hybrid;Manual;31;2364;103622;5454;Low
30800;X3;2021;Africa;Red;Hybrid;Manual;20;190725;103726;7737;High
30801;M3;2015;South America;Silver;Petrol;Automatic;37;119757;31501;6309;Low
30802;5 Series;2024;Middle East;White;Diesel;Manual;26;2144;93591;1771;Low
30803;5 Series;2024;South America;Red;Electric;Automatic;45;25325;91525;6687;Low
30804;X1;2014;North America;Black;Electric;Automatic;27;9149;86648;9360;High
30805;i3;2013;Asia;White;Petrol;Automatic;25;184610;33188;6633;Low
30806;M5;2016;Asia;Silver;Electric;Manual;32;112394;48550;294;Low
30807;7 Series;2013;Asia;Blue;Diesel;Manual;21;197517;73593;5138;Low
30808;5 Series;2019;Asia;Silver;Diesel;Automatic;22;25452;69271;996;Low
30809;i8;2019;Middle East;Silver;Electric;Manual;42;162348;92119;7451;High
30810;3 Series;2019;South America;Silver;Hybrid;Manual;32;92697;31456;5118;Low
30811;X5;2018;South America;White;Petrol;Manual;22;85743;100864;7560;High
30812;X1;2014;South America;Silver;Hybrid;Manual;16;104743;52215;4060;Low
30813;i3;2017;South America;Grey;Diesel;Manual;31;131662;31594;7018;High
30814;3 Series;2021;Europe;Black;Electric;Automatic;41;181501;32319;7746;High
30815;3 Series;2022;North America;Grey;Hybrid;Manual;27;107099;60227;7166;High
30816;i8;2024;South America;Black;Petrol;Manual;24;152641;68521;6058;Low
30817;X5;2021;Middle East;Blue;Hybrid;Automatic;29;76949;119270;5542;Low
30818;M5;2021;Asia;Grey;Petrol;Automatic;49;69032;91201;4132;Low
30819;X3;2015;Middle East;Silver;Hybrid;Manual;30;49466;59544;3170;Low
30820;X1;2013;North America;Blue;Hybrid;Manual;24;60753;30313;7865;High
30821;i3;2021;Africa;Red;Diesel;Manual;35;45803;65757;7763;High
30822;3 Series;2012;South America;Red;Diesel;Manual;43;20127;62655;6996;Low
30823;5 Series;2020;North America;Red;Electric;Automatic;16;143982;101186;4622;Low
30824;X5;2015;Africa;Blue;Hybrid;Automatic;35;74821;54932;4361;Low
30825;X5;2010;South America;Grey;Electric;Manual;44;171395;96875;7816;High
30826;i3;2011;Asia;Blue;Hybrid;Manual;23;68337;63007;4357;Low
30827;X6;2016;Asia;Red;Diesel;Manual;47;76747;89455;7420;High
30828;X5;2024;Europe;Red;Diesel;Manual;35;175972;76568;9047;High
30829;i8;2013;North America;Red;Diesel;Automatic;33;171348;38079;2820;Low
30830;X1;2014;Europe;Silver;Electric;Manual;49;64286;110995;5646;Low
30831;M3;2024;Europe;Red;Hybrid;Automatic;20;4117;65121;5680;Low
30832;X5;2020;Asia;Black;Electric;Automatic;41;18061;62212;1917;Low
30833;X6;2019;South America;White;Diesel;Manual;44;22216;95918;3937;Low
30834;i8;2010;Europe;Blue;Electric;Automatic;32;103311;67265;7369;High
30835;3 Series;2011;Asia;White;Electric;Manual;15;56975;80909;5059;Low
30836;3 Series;2013;South America;Red;Electric;Automatic;33;91165;57327;3673;Low
30837;i3;2017;Asia;Silver;Hybrid;Automatic;20;3691;73931;3836;Low
30838;X1;2019;Europe;White;Hybrid;Manual;35;43915;113300;2877;Low
30839;3 Series;2013;South America;White;Hybrid;Automatic;41;106717;88180;712;Low
30840;X6;2023;Africa;Blue;Diesel;Manual;34;82174;33769;3442;Low
30841;X5;2012;Africa;Black;Petrol;Manual;37;154245;48275;6408;Low
30842;M3;2012;Africa;Blue;Electric;Automatic;19;184215;75029;1505;Low
30843;X6;2021;Europe;Grey;Hybrid;Manual;18;100876;37516;5325;Low
30844;X1;2014;Asia;White;Diesel;Manual;45;14003;56072;3871;Low
30845;X5;2012;South America;Silver;Petrol;Manual;17;82413;105822;5296;Low
30846;X1;2017;Europe;Blue;Petrol;Automatic;25;158939;111463;548;Low
30847;M5;2014;Africa;Silver;Electric;Manual;48;82000;33717;6068;Low
30848;X5;2021;North America;Silver;Hybrid;Automatic;31;101866;95911;7786;High
30849;i3;2023;Asia;Black;Petrol;Automatic;39;73952;86203;6819;Low
30850;i3;2021;North America;Black;Diesel;Manual;23;143174;107853;6834;Low
30851;i3;2023;Africa;Red;Electric;Manual;24;24164;114336;417;Low
30852;i8;2016;South America;White;Electric;Automatic;33;66372;68132;7179;High
30853;X1;2020;Europe;White;Electric;Automatic;37;39392;96056;1072;Low
30854;7 Series;2017;Asia;Blue;Electric;Automatic;49;183393;95429;1157;Low
30855;X1;2014;Middle East;Blue;Hybrid;Automatic;35;97165;68061;5707;Low
30856;X3;2017;South America;Red;Hybrid;Manual;18;165618;90698;9115;High
30857;5 Series;2021;North America;Red;Hybrid;Automatic;28;81022;36153;3721;Low
30858;M3;2024;South America;Black;Petrol;Automatic;24;19668;110235;2375;Low
30859;X3;2012;South America;Silver;Diesel;Manual;24;61265;83068;5537;Low
30860;X5;2024;Middle East;Blue;Petrol;Automatic;33;152781;49275;1180;Low
30861;M3;2023;South America;Blue;Diesel;Automatic;26;23130;119655;2591;Low
30862;5 Series;2021;Asia;Grey;Diesel;Automatic;25;51622;119867;5583;Low
30863;3 Series;2016;Europe;Silver;Hybrid;Manual;49;180655;117098;5287;Low
30864;M5;2017;Africa;Silver;Electric;Automatic;35;65305;92525;6375;Low
30865;7 Series;2016;North America;Grey;Electric;Automatic;24;97015;115155;3653;Low
30866;i8;2023;South America;Blue;Hybrid;Manual;25;126272;110126;3625;Low
30867;3 Series;2011;Europe;Red;Hybrid;Automatic;43;117516;47160;8883;High
30868;i3;2017;Europe;Blue;Petrol;Automatic;46;53090;45825;516;Low
30869;X3;2015;Asia;Silver;Petrol;Manual;39;91767;43437;8516;High
30870;X3;2019;North America;Black;Electric;Automatic;30;108885;99627;8431;High
30871;X1;2012;Africa;Red;Electric;Manual;42;192172;109079;5695;Low
30872;3 Series;2013;South America;Blue;Electric;Automatic;48;152578;32650;1619;Low
30873;i3;2016;Europe;Blue;Diesel;Manual;21;17134;49863;7466;High
30874;5 Series;2012;Europe;Grey;Electric;Manual;45;163121;119377;6778;Low
30875;X6;2010;South America;Grey;Diesel;Automatic;45;28500;64990;2090;Low
30876;3 Series;2015;Africa;White;Electric;Automatic;28;175458;78751;200;Low
30877;3 Series;2012;Asia;Black;Hybrid;Automatic;25;86067;38565;6062;Low
30878;5 Series;2020;Asia;White;Electric;Manual;35;64759;91704;3789;Low
30879;5 Series;2024;Asia;White;Hybrid;Manual;25;68105;44895;7144;High
30880;X5;2019;South America;Black;Hybrid;Manual;20;141246;98689;3070;Low
30881;X5;2015;Middle East;Red;Petrol;Automatic;48;109806;63691;6290;Low
30882;i8;2019;South America;Silver;Petrol;Manual;32;192819;33298;4459;Low
30883;M5;2021;Europe;Grey;Hybrid;Automatic;32;102663;84294;7152;High
30884;X3;2012;South America;Blue;Hybrid;Automatic;19;121401;47948;5103;Low
30885;i8;2015;South America;Black;Diesel;Manual;33;28035;67859;9863;High
30886;X6;2020;Middle East;Blue;Hybrid;Automatic;41;133409;68857;733;Low
30887;X3;2013;Africa;Grey;Diesel;Automatic;24;125343;103994;5717;Low
30888;X3;2022;Middle East;Red;Electric;Automatic;28;56299;108526;2013;Low
30889;3 Series;2013;Africa;Red;Hybrid;Automatic;21;134388;117289;3357;Low
30890;X3;2019;North America;Blue;Hybrid;Manual;27;79241;59733;6684;Low
30891;X5;2019;South America;Silver;Electric;Automatic;45;43943;39118;5858;Low
30892;M5;2020;Asia;Red;Hybrid;Manual;23;131532;98467;1897;Low
30893;X3;2011;North America;Blue;Electric;Manual;16;29627;104961;4754;Low
30894;X5;2023;South America;Grey;Diesel;Automatic;34;93901;106589;6087;Low
30895;M5;2013;Africa;Grey;Hybrid;Automatic;35;108483;48267;8292;High
30896;7 Series;2020;Middle East;Silver;Diesel;Manual;27;46455;90933;252;Low
30897;X5;2021;Africa;Red;Petrol;Automatic;37;11138;34158;959;Low
30898;M3;2013;South America;Blue;Diesel;Automatic;16;169074;41871;4426;Low
30899;X6;2020;North America;Grey;Electric;Manual;27;71293;48102;2447;Low
30900;i3;2016;Africa;Blue;Diesel;Automatic;20;162298;56764;1260;Low
30901;5 Series;2014;Asia;Grey;Petrol;Automatic;23;154306;56891;7856;High
30902;X5;2017;Asia;Blue;Electric;Automatic;28;35586;102821;8800;High
30903;X6;2016;South America;Silver;Electric;Manual;32;13631;63474;764;Low
30904;M3;2019;North America;Black;Hybrid;Automatic;18;44207;65655;1878;Low
30905;M3;2018;North America;White;Diesel;Automatic;19;177917;108072;3018;Low
30906;5 Series;2017;Asia;Grey;Petrol;Manual;39;28039;31628;7887;High
30907;X3;2024;Africa;Silver;Hybrid;Automatic;29;198830;106788;203;Low
30908;7 Series;2018;Europe;Red;Electric;Automatic;21;44604;80871;5853;Low
30909;M3;2010;Middle East;Silver;Petrol;Manual;23;67187;90222;1305;Low
30910;X1;2019;Asia;Red;Electric;Manual;40;117274;35272;9320;High
30911;i8;2022;Europe;Silver;Hybrid;Manual;17;96584;102711;5055;Low
30912;i3;2021;South America;White;Electric;Automatic;33;42949;36088;5762;Low
30913;X5;2012;Europe;Red;Electric;Automatic;28;128019;45135;7903;High
30914;X6;2014;South America;White;Hybrid;Automatic;43;47971;65372;2153;Low
30915;X6;2018;Asia;Silver;Petrol;Manual;43;148873;80316;9438;High
30916;7 Series;2017;Middle East;Grey;Diesel;Automatic;39;120771;88591;6467;Low
30917;X6;2023;Africa;Blue;Petrol;Manual;28;190643;73135;4509;Low
30918;X3;2019;South America;Blue;Electric;Manual;37;106625;59610;9977;High
30919;3 Series;2016;Europe;Black;Petrol;Automatic;37;195237;56507;7395;High
30920;i8;2011;Europe;Red;Electric;Automatic;27;125568;102678;4297;Low
30921;X1;2024;Europe;Blue;Hybrid;Manual;46;95146;54978;3514;Low
30922;5 Series;2020;South America;Blue;Hybrid;Automatic;49;40121;47939;405;Low
30923;X3;2015;South America;Blue;Diesel;Manual;26;68;36450;6269;Low
30924;5 Series;2013;Middle East;Grey;Petrol;Manual;43;117767;96226;3418;Low
30925;5 Series;2014;Asia;Black;Hybrid;Automatic;33;140275;65005;4513;Low
30926;7 Series;2023;South America;Silver;Petrol;Automatic;31;91023;87094;9663;High
30927;i8;2014;Africa;Blue;Petrol;Manual;29;467;64505;127;Low
30928;7 Series;2022;South America;Black;Petrol;Automatic;25;123533;114187;3474;Low
30929;M3;2013;North America;Red;Diesel;Automatic;47;185563;66093;8414;High
30930;7 Series;2013;Asia;Silver;Hybrid;Automatic;41;84349;92212;8827;High
30931;X1;2024;Europe;Black;Petrol;Automatic;30;188192;64467;1399;Low
30932;7 Series;2013;Middle East;Silver;Electric;Automatic;41;74794;95147;1133;Low
30933;X3;2020;North America;Silver;Electric;Automatic;40;113193;80739;7486;High
30934;X3;2011;Africa;Silver;Petrol;Manual;24;170797;51889;6195;Low
30935;X3;2010;Middle East;Silver;Petrol;Automatic;21;152750;118917;7944;High
30936;X6;2021;Europe;Black;Electric;Automatic;44;136814;84768;3951;Low
30937;X1;2011;North America;Red;Petrol;Manual;43;105815;101648;6346;Low
30938;M5;2016;Middle East;White;Petrol;Manual;50;114945;87406;6649;Low
30939;M3;2021;Middle East;Silver;Hybrid;Manual;16;88296;63855;4789;Low
30940;7 Series;2010;North America;Grey;Electric;Manual;34;125765;106255;8654;High
30941;X5;2015;Asia;White;Petrol;Manual;40;62496;40278;4044;Low
30942;7 Series;2013;Europe;Silver;Petrol;Manual;35;91588;36692;5378;Low
30943;3 Series;2011;Europe;White;Diesel;Manual;40;126123;62805;6336;Low
30944;i8;2024;South America;White;Hybrid;Manual;20;46167;89122;942;Low
30945;7 Series;2024;Africa;Grey;Petrol;Automatic;15;163247;99295;5282;Low
30946;X1;2012;Europe;Black;Hybrid;Automatic;18;171967;91165;5327;Low
30947;X5;2016;Asia;White;Diesel;Manual;28;146656;60094;1311;Low
30948;X5;2015;Europe;White;Hybrid;Automatic;27;97904;89408;2351;Low
30949;M5;2024;Africa;Blue;Hybrid;Automatic;46;183737;74455;1533;Low
30950;X3;2024;North America;Blue;Electric;Automatic;18;181137;88079;8682;High
30951;M3;2015;North America;Red;Petrol;Manual;30;56996;80208;1580;Low
30952;7 Series;2017;Middle East;Red;Hybrid;Manual;49;172316;39424;8311;High
30953;X5;2017;Asia;White;Diesel;Manual;33;45235;97129;4758;Low
30954;7 Series;2015;North America;Black;Electric;Manual;20;134460;58708;5291;Low
30955;X6;2010;South America;Grey;Hybrid;Manual;25;60748;68808;5899;Low
30956;i3;2019;Asia;Black;Electric;Automatic;37;45748;98203;3023;Low
30957;M5;2022;Middle East;Silver;Diesel;Manual;15;21104;101437;8174;High
30958;7 Series;2016;North America;Red;Electric;Automatic;49;139215;114908;1788;Low
30959;X3;2017;Middle East;Blue;Diesel;Manual;35;149580;65483;8870;High
30960;X5;2014;Middle East;Grey;Diesel;Automatic;40;168770;104921;7501;High
30961;7 Series;2022;Africa;Blue;Diesel;Automatic;32;187749;31061;9247;High
30962;X3;2020;Asia;White;Electric;Automatic;49;162730;80298;2539;Low
30963;X1;2013;South America;Blue;Hybrid;Manual;36;37990;68613;5254;Low
30964;X6;2016;South America;Grey;Diesel;Automatic;38;121229;52652;2318;Low
30965;M5;2021;Africa;Black;Petrol;Automatic;45;44811;70449;3778;Low
30966;M5;2021;Europe;White;Petrol;Manual;45;131408;45759;9885;High
30967;M5;2020;Asia;Blue;Petrol;Manual;16;131537;57678;9782;High
30968;M5;2022;North America;White;Electric;Manual;25;33803;89739;3401;Low
30969;7 Series;2015;North America;Grey;Diesel;Automatic;24;191020;67856;9281;High
30970;M5;2021;Europe;Silver;Hybrid;Manual;15;128281;77670;4951;Low
30971;i3;2015;Middle East;Grey;Petrol;Automatic;46;122779;66396;3654;Low
30972;X1;2023;Middle East;White;Diesel;Automatic;26;17100;53461;9139;High
30973;X1;2012;Asia;Silver;Diesel;Automatic;27;188541;30624;1495;Low
30974;i3;2020;Africa;Red;Petrol;Automatic;18;148099;63991;3907;Low
30975;X1;2019;Asia;Red;Hybrid;Manual;50;4051;34109;4299;Low
30976;M5;2024;North America;Silver;Petrol;Automatic;44;168120;40456;7083;High
30977;7 Series;2013;Middle East;Red;Petrol;Automatic;35;93961;112591;5418;Low
30978;i3;2014;Middle East;Silver;Electric;Manual;42;107824;107568;7267;High
30979;M5;2018;Africa;Grey;Electric;Automatic;42;155180;38734;5693;Low
30980;7 Series;2017;Europe;Silver;Hybrid;Manual;38;123438;62050;4809;Low
30981;i8;2012;Africa;White;Electric;Manual;21;146162;99552;7845;High
30982;X1;2015;Africa;White;Petrol;Manual;40;125641;111215;4650;Low
30983;5 Series;2019;Africa;Red;Petrol;Automatic;35;35686;33733;8524;High
30984;7 Series;2010;South America;Black;Diesel;Manual;40;73739;31782;3507;Low
30985;X3;2012;Africa;White;Hybrid;Manual;34;182188;71359;2561;Low
30986;X1;2019;Europe;White;Hybrid;Automatic;48;6670;40379;9701;High
30987;X3;2023;South America;Silver;Electric;Manual;37;114127;65725;5900;Low
30988;X5;2021;South America;Black;Diesel;Manual;35;65;109305;6443;Low
30989;M5;2016;Middle East;Silver;Diesel;Automatic;44;108494;35194;5934;Low
30990;M3;2016;Africa;Grey;Electric;Automatic;28;115278;93975;5846;Low
30991;X1;2011;Asia;Red;Petrol;Automatic;26;79574;118488;8099;High
30992;X3;2012;North America;Black;Hybrid;Automatic;33;72017;33108;8600;High
30993;M3;2024;Middle East;White;Diesel;Automatic;35;67420;115574;2897;Low
30994;5 Series;2016;North America;Silver;Hybrid;Automatic;23;74660;80247;5341;Low
30995;X3;2021;Middle East;Blue;Hybrid;Manual;39;175504;41495;6658;Low
30996;7 Series;2015;Asia;Silver;Hybrid;Automatic;43;54681;45406;7937;High
30997;3 Series;2022;Middle East;Silver;Diesel;Automatic;35;158890;73531;7449;High
30998;X3;2016;Asia;Blue;Electric;Automatic;33;118585;107764;8982;High
30999;5 Series;2019;Middle East;Grey;Petrol;Manual;25;16231;106849;7876;High
31000;X3;2018;Asia;White;Diesel;Automatic;47;146675;114626;3998;Low
31001;3 Series;2017;Africa;Blue;Petrol;Automatic;41;35136;61389;5916;Low
31002;5 Series;2015;Europe;Blue;Hybrid;Automatic;32;191422;45385;6397;Low
31003;X1;2021;Africa;Red;Electric;Automatic;38;24648;32674;7737;High
31004;X3;2023;Africa;Blue;Hybrid;Manual;27;187885;66090;2007;Low
31005;X3;2013;North America;Black;Petrol;Automatic;17;118170;37775;2606;Low
31006;M5;2023;Africa;Blue;Hybrid;Automatic;22;172237;54349;3849;Low
31007;X3;2022;North America;Blue;Hybrid;Manual;18;59939;74511;8461;High
31008;3 Series;2019;Middle East;Silver;Hybrid;Manual;33;77242;83412;6803;Low
31009;3 Series;2018;Asia;Blue;Diesel;Automatic;37;190814;114319;9689;High
31010;X6;2016;Asia;White;Hybrid;Manual;28;12717;75848;1687;Low
31011;X5;2014;Asia;Blue;Petrol;Automatic;34;83741;111286;9994;High
31012;i8;2011;Africa;Black;Petrol;Manual;18;87249;80316;9134;High
31013;3 Series;2018;South America;Blue;Diesel;Automatic;42;172304;110231;8397;High
31014;M3;2023;North America;White;Electric;Automatic;16;24016;46138;2246;Low
31015;X6;2016;South America;Blue;Petrol;Automatic;37;128113;101494;7195;High
31016;3 Series;2018;Europe;Black;Electric;Manual;30;56100;62276;8185;High
31017;X1;2020;South America;Silver;Electric;Automatic;21;32250;115891;6029;Low
31018;M3;2018;Asia;White;Petrol;Manual;33;82523;81508;5282;Low
31019;X5;2019;Asia;Blue;Diesel;Automatic;42;183693;96987;8472;High
31020;3 Series;2014;Asia;Silver;Electric;Manual;29;4643;81347;712;Low
31021;5 Series;2016;Middle East;Black;Petrol;Manual;28;172194;95357;140;Low
